task_name,avg_code_length,min_code_length,max_code_length,total_implementations,task_url,languages
Isbn13 Check Digit,27,4,173,65,https://swam-dataset.org/tasks/isbn13_check_digit,"11l,8080assembly,8086assembly,Action!,Ada,Algol68,Apl,Applescript,Arturo,Autohotkey,Awk,Bcpl,C,C#,C++,Clu,Cobol,Cowgol,D,Draco,Excel,F#,Factor,Forth,Fortran,Freebasic,Fōrmulæ,Go,Haskell,Is-basic,J,Java,Jq,Julia,Kotlin,Langur,Lua,Modula-2,Nanoquery,Nim,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,Quackery,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Seed7,Standardml,Swift,Tcl,Unixshell,Visualbasic.net,Vlang,Wren,Xpl0,Zkl"
Isqrt Integer Square Root Of X,41,2,196,63,https://swam-dataset.org/tasks/isqrt_integer_square_root_of_x,"11l,Ada,Algol-m,Algol68,Apl,Applescript,Arturo,Ats,Basic256,C,C#,C++,Clu,Commonlisp,Cowgol,D,Delphi,Draco,F#,Factor,Fish,Forth,Fortran,Freebasic,Go,Haskell,Icon,J,Java,Jq,Julia,Kotlin,Lua,Mad,Maxima,Mercury,Modula-2,Nim,OCaml,Objecticon,Ol,Pascal,Perl,Phix,Prolog,Python,Quackery,Racket,Raku,Rexx,Ruby,Rust,S-basic,Scheme,Seed7,Sidef,Standardml,Swift,Tinybasic,Unixshell,Visualbasic.net,Wren,Yabasic"
Iterated Digits Squaring,27,1,102,56,https://swam-dataset.org/tasks/iterated_digits_squaring,"11l,Ada,Algol68,Arturo,Awk,Bbcbasic,Befunge,Bqn,C,C#,C++,Ceylon,Clojure,Commonlisp,D,Erre,Factor,Forth,Freebasic,Frink,Fōrmulæ,Go,Haskell,J,Java,Jq,Julia,Kotlin,Lua,Nim,Oberon-2,Objeck,Oforth,Pascal,Perl,Phix,Picolisp,Purebasic,Python,Qbasic,Quackery,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Swift,Tcl,Vbscript,Wren,X86assembly,Zkl,Zxspectrumbasic"
Jacobi Symbol,30,7,58,33,https://swam-dataset.org/tasks/jacobi_symbol,"11l,Action!,Arturo,Awk,C,C++,Crystal,Erlang,F#,Factor,Freebasic,Go,Haskell,J,Java,Jq,Julia,Kotlin,Nim,Perl,Phix,Python,Raku,Rexx,Ruby,Rust,Scala,Scheme,Sidef,Swift,Vlang,Wren,Zkl"
Jacobsthal Numbers,35,2,118,22,https://swam-dataset.org/tasks/jacobsthal_numbers,"Algol68,Applescript,Arturo,C,C++,Factor,Freebasic,Go,Haskell,J,Jq,Julia,Perl,Phix,Python,Raku,Red,Rust,Sidef,Vlang,Wren,Xpl0"
Jaro Similarity,46,1,281,51,https://swam-dataset.org/tasks/jaro_similarity,"11l,Action!,Ada,Armassembly,Arturo,Awk,C,C++,Clojure,Clu,Cobol,Coffeescript,Crystal,D,Delphi,Elixir,F#,Factor,Freebasic,Go,Haskell,Haxe,Is-basic,J,Java,Jq,Julia,Kotlin,Nim,Objeck,Pascal,Perl,Phix,Python,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Stata,Swift,Tcl,Turbo-basicxl,Vba,Vlang,Wren,Zkl,Zxspectrumbasic"
Jaro Winkler Distance,72,6,125,20,https://swam-dataset.org/tasks/jaro_winkler_distance,"11l,Algol68,C++,Elm,F#,Go,J,Java,Jq,Julia,Nim,Perl,Phix,Python,Raku,Rust,Swift,TypeScript,Vlang,Wren"
Jensens Device,12,1,54,77,https://swam-dataset.org/tasks/jensens_device,"11l,Ada,Algol60,Algol68,Algolw,Applescript,Armassembly,Arturo,Awk,Basic256,Bbcbasic,Bracmat,C,C#,C++,Clipper,Commonlisp,D,Dwscript,E,Elixir,Erlang,F#,Factor,Forth,Fortran,Freebasic,Go,Groovy,Haskell,Huginn,Iconandunicon,J,Java,JavaScript,Joy,Jq,Julia,Kotlin,Lua,M2000interpreter,M4,Maxima,Netrexx,Nim,OCaml,Objeck,Oforth,Oz,PHP,Pascal,Perl,Phix,Picolisp,Purebasic,Python,R,Racket,Raku,Rascal,Rexx,Ring,Ruby,Rust,Scala,Scheme,Seed7,Sidef,Simula,Standardml,Swift,Tcl,Vba,Wren,Yabasic,Zkl,Zxspectrumbasic"
Jewels And Stones,14,1,108,70,https://swam-dataset.org/tasks/jewels_and_stones,"11l,8080assembly,8086assembly,Ada,Algol68,Apl,Applescript,Arturo,Autohotkey,Awk,Basic,Basic256,Bcpl,Bracmat,C,C#,C++,Clu,Cowgol,Crystal,D,Draco,Dyalect,Euphoria,F#,Factor,Freebasic,Go,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lambdatalk,Lua,Maple,Min,Modula-2,Nim,Objeck,Perl,Phix,Picat,Prolog,Python,Quackery,R,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Scala,Sidef,Snobol,Sql,Swift,Tcl,Terraform,Transd,Vba,Visualbasic.net,Vlang,Wren,Xpl0,Zkl"
Jortsort,13,1,95,62,https://swam-dataset.org/tasks/jortsort,"11l,Aarch64assembly,Action!,Ada,Applescript,Arturo,Autohotkey,Bqn,C,C#,C++,Clojure,Commonlisp,Crystal,D,Delphi,Elixir,F#,Factor,Freebasic,Go,Haskell,J,Janet,Java,JavaScript,Jq,Jsish,Julia,K,Kotlin,Lua,Maple,Nim,OCaml,Objeck,Oforth,Oorexx,Perl,Phix,Picat,Picolisp,Powershell,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Ssem,Swift,Tcl,Unixshell,Vbscript,Vlang,Wren,Zkl"
Josephus Problem,23,1,150,87,https://swam-dataset.org/tasks/josephus_problem,"11l,360assembly,6502assembly,Aarch64assembly,Ada,Algol68,Ansistandardbasic,Applescript,Armassembly,Arturo,Autohotkey,Awk,Basic,Batchfile,Bbcbasic,Befunge,C,C#,C++,Clojure,Commonlisp,Crystal,D,Echolisp,Eiffel,Elixir,Emacslisp,Erlang,Erre,Factor,Forth,Fortran,Freebasic,Friendlyinteractiveshell,Frink,Fōrmulæ,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,MATLAB,Modula-2,Nanoquery,Netrexx,Nim,Objeck,Oforth,Oz,PHP,Perl,Phix,Picolisp,Powershell,Processing,Purebasic,Python,Quackery,R,Racket,Raku,Rebol,Rexx,Ring,Ruby,Rust,Scala,Seed7,Sequencel,Sidef,Swift,Tcl,TypeScript,Vbscript,Veditmacrolanguage,Visualbasic.net,Vlang,Wren,Xpl0,Zkl,Zxspectrumbasic"
Joystick Position,46,2,193,24,https://swam-dataset.org/tasks/joystick_position,"Action!,Applesoftbasic,Autohotkey,Bbcbasic,C,Commodorebasic,Delphi,Freebasic,Go,Guiss,Haskell,Is-basic,Julia,Libertybasic,Locomotivebasic,OCaml,Phix,Picolisp,Purebasic,Python,Raku,Tcl,Wren,Zxspectrumbasic"
Json,18,1,106,88,https://swam-dataset.org/tasks/json,"11l,8th,Ada,Antlang,Antlr,Apex,Arturo,Bracmat,C,C#,C++,Cachéobjectscript,Clojure,Coffeescript,Coldfusion,Commonlisp,Crystal,D,Dart,Delphi,Echolisp,Egl,Elena,Emacslisp,Erlang,F#,Factor,Fantom,Forth,Fortran,Funl,Go,Gosu,Groovy,Halon,Harbour,Haskell,Hoon,J,Java,JavaScript,Jq,Jsish,Julia,Kotlin,Lasso,Lfe,Lingo,Lua,M2000interpreter,Maple,Netrexx,Nim,OCaml,Objeck,Objective-c,Oforth,Ol,Oz,PHP,Perl,Phix,Picolisp,Pike,Powershell,Prolog,Purebasic,Python,R,Racket,Raku,Rebol,Ruby,Rust,Scala,Scheme,Sensetalk,Sidef,Smalltalk,Standardml,Swift,Tailspin,Tcl,Txr,Vlang,Wren,Xquery,Zkl"
Juggler Sequence,29,1,65,21,https://swam-dataset.org/tasks/juggler_sequence,"11l,Ada,Applescript,Bqn,C++,F#,Factor,Go,Haskell,J,Jq,Julia,Nim,Perl,Phix,Python,Quackery,Raku,Rexx,Ruby,Wren"
Julia Set,39,1,136,42,https://swam-dataset.org/tasks/julia_set,"Ada,Algol68,Amazinghopper,Awk,Basic,C,C#,C++,Cobol,Crystal,Delphi,Easylang,Elixir,Emacslisp,F#,Freebasic,Fōrmulæ,Go,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,PHP,Perl,Phix,Processing,Python,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Wren,Zkl"
Jump Anywhere,16,1,71,74,https://swam-dataset.org/tasks/jump_anywhere,"6502assembly,68000assembly,8086assembly,Ada,Armassembly,Arturo,Autohotkey,Basic,Basic256,C,C#,C++,Clipper,Cobol,Commonlisp,D,Dcl,Delphi,Déjàvu,Erlang,Erre,Factor,Fbsl,Forth,Fortran,Freebasic,Futurebasic,Go,Harbour,Haskell,I,J,Java,Jq,Julia,Kotlin,Lingo,Logtalk,Lua,M2000interpreter,Mbs,Mumps,Neko,Nim,Oforth,Ol,Perl,Phix,Picolisp,Powershell,Purebasic,Python,Qb64,Qbasic,Quackery,Racket,Raku,Relation,Retro,Rexx,Ring,Robotic,Ruby,Scala,Spl,Ssem,Tcl,Vba,Vbscript,Vtl-2,Wren,Xpl0,Yabasic,Z80assembly"
K D Tree,109,26,216,21,https://swam-dataset.org/tasks/k_d_tree,"C,C++,Commonlisp,D,Go,Haskell,J,Java,Julia,Kotlin,Nim,Phix,Python,Racket,Raku,Rust,Scala,Sidef,Tcl,Wren,Zkl"
K Means Clustering,131,6,333,25,https://swam-dataset.org/tasks/k_means_clustering,"C,D,Eulermathtoolbox,Fortran,Go,Haskell,Huginn,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Phix,Python,Racket,Raku,Rust,Scheme,Sequencel,Tcl,Wren,Xpl0"
Kaprekar Numbers,28,2,121,77,https://swam-dataset.org/tasks/kaprekar_numbers,"11l,360assembly,Ada,Algol68,Arturo,Autohotkey,Awk,Basic256,Batchfile,Bbcbasic,Bracmat,Brat,C,C#,C++,Clu,Coffeescript,Commonlisp,D,Dart,Elixir,Erlang,Eulermathtoolbox,F#,Factor,Forth,Fortran,Freebasic,Gap,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Libertybasic,Lua,Maple,Maxima,Ml,Modula-2,Nim,PHP,Perl,Phix,Phixmonti,Picat,Picolisp,Powershell,Prolog,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Scala,Scheme,Seed7,Sidef,Spl,Tcl,Ursala,Visualbasic.net,Vlang,Wortel,Wren,Xpl0,Yabasic,Zkl"
Kernighans Large Earthquake Problem,16,1,67,59,https://swam-dataset.org/tasks/kernighans_large_earthquake_problem,"11l,8080assembly,Action!,Ada,Algol68,Amazinghopper,Apl,Applescript,Arturo,Awk,Bash,Basic256,C,C#,C++,Cixl,Cobol,Cowgol,D,Emacslisp,Factor,Freebasic,Go,Groovy,Haskell,J,Java,JavaScript,Jq,Julia,Klingphix,Kotlin,Lua,M2000interpreter,Nim,PHP,Perl,Phix,Phixmonti,Picolisp,Prolog,Purebasic,Python,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Snobol,Swift,Tcl,Visualbasic.net,Vlang,Wren,Xpl0,Yabasic,Zkl"
Keyboard Inputflush The Keyboard Buffer,18,1,300,45,https://swam-dataset.org/tasks/keyboard_inputflush_the_keyboard_buffer,"6502assembly,8086assembly,Aarch64assembly,Action!,Ada,Armassembly,Awk,Axe,Bash,Basic,C,D,Dcl,Delphi,Erre,Euphoria,Freebasic,Go,Haskell,I,Iconandunicon,Julia,Kotlin,M2000interpreter,Miniscript,Nim,Oforth,Perl,Phix,Picolisp,Powershell,Purebasic,Python,Racket,Raku,Rexx,Ring,Ruby,Scala,Seed7,Sidef,Tcl,Veditmacrolanguage,Wren,Xpl0"
Keyboard Inputkeypress Check,15,1,320,56,https://swam-dataset.org/tasks/keyboard_inputkeypress_check,"6502assembly,Action!,Ada,Amazinghopper,Armassembly,Autohotkey,Awk,Axe,Basic,C,C#,Clojure,Commonlisp,D,Delphi,Elena,Erre,Euphoria,F#,Forth,Freebasic,Gambas,Go,Haskell,Iconandunicon,Java,JavaScript,Julia,Kotlin,Lingo,Livecode,Logo,M2000interpreter,Miniscript,Nim,Oforth,Perl,Phix,Picolisp,Plainenglish,Powershell,Purebasic,Python,Racket,Raku,Rexx,Ring,Robotic,Ruby,Scala,Seed7,Tcl,Ti-83basic,Weebasic,Wren,Xpl0"
Keyboard Inputobtain A Y Or N Response,16,1,89,76,https://swam-dataset.org/tasks/keyboard_inputobtain_a_y_or_n_response,"8080assembly,8086assembly,8th,Action!,Ada,Autohotkey,Awk,Axe,Basic,Batchfile,C,C#,C++,Clojure,Commonlisp,D,Delphi,Egl,Elm,Erre,Euphoria,F#,Forth,Fortran,Freebasic,Futurebasic,Glovepie,Go,Gw-basic,Haskell,Iconandunicon,Inform7,JavaScript,Julia,Kotlin,Libertybasic,Livecode,Logo,M2000interpreter,Microsoftsmallbasic,Miniscript,Mumps,Netrexx,Nim,Ns-hubasic,OCaml,Oforth,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,Qb64,Quackasm,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Seed7,Sidef,Tcl,Txr,Unixshell,Vb-dos,Veditmacrolanguage,Vlang,Weebasic,Wren,Xpl0,Z80assembly"
Keyboard Macros,39,6,499,31,https://swam-dataset.org/tasks/keyboard_macros,"Autohotkey,Bbcbasic,C,Clojure,Delphi,Echolisp,Go,Hicest,Iconandunicon,Java,JavaScript,Julia,Kotlin,M2000interpreter,Nim,Oz,Perl,Phix,Picolisp,Purebasic,Python,Racket,Raku,Rebol,Rexx,Ring,Ruby,Scala,Tcl,Veditmacrolanguage,Wren"
Knapsack Problem0 1,54,2,214,81,https://swam-dataset.org/tasks/knapsack_problem0_1,"11l,360assembly,Ada,Apl,Awk,Basic,Batchfile,Bbcbasic,Bracmat,C,C#,C++,C_sharp,Ceylon,Clojure,Commonlisp,Crystal,D,Dart,Easylang,Echolisp,Eiffel,Elixir,Emacslisp,Erlang,Eulermathtoolbox,F#,Factor,Forth,Freebasic,Futurebasic,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lsl,Lua,Maple,Mathprog,Maxscript,Minizinc,Nim,OCaml,Oz,PHP,Pascal,Perl,Phix,Picat,Picolisp,Prolog,Purebasic,Python,Qb64,R,Racket,Raku,Rexx,Ruby,Rust,Sas,Scala,Sidef,Sql,Swift,Tcl,Ursala,Vba,Vbscript,Visualbasic,Visualbasic.net,Vlang,Wren,Xpl0,Zkl"
Knapsack Problembounded,59,8,214,45,https://swam-dataset.org/tasks/knapsack_problembounded,"11l,Autohotkey,Bracmat,C,C#,C++,Clojure,Commonlisp,Crystal,D,Echolisp,Freebasic,Go,Groovy,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Mathprog,Minizinc,Nim,Oocalc,Oxygenbasic,Oz,Perl,Phix,Picat,Picolisp,Prolog,Python,R,Racket,Raku,Rexx,Ruby,Sas,Sidef,Swift,Tcl,Ursala,Wren,Zkl"
Knapsack Problemcontinuous,36,10,94,61,https://swam-dataset.org/tasks/knapsack_problemcontinuous,"11l,Ada,Awk,Bbcbasic,Befunge,Bracmat,C,C#,C++,Clojure,Commonlisp,D,Echolisp,Eiffel,Elixir,Erlang,F#,Forth,Fortran,Freebasic,Gnuapl,Go,Groovy,Haskell,Iconandunicon,J,Java,Jq,Julia,Kotlin,M2000interpreter,Mathprog,Minizinc,Nim,OCaml,Oforth,Oorexx,PHP,Perl,Phix,Picat,Picolisp,Prolog,Purebasic,Python,R,Racket,Raku,Rexx,Ruby,Runbasic,Rust,Sas,Scala,Sidef,Tcl,Ursala,Vlang,Wren,Xpl0,Zkl"
Knapsack Problemunbounded,42,6,196,61,https://swam-dataset.org/tasks/knapsack_problemunbounded,"11l,360assembly,Ada,Algol68,Autohotkey,Bracmat,C,C#,C_sharp,Clojure,Commonlisp,D,E,Echolisp,Eiffel,Elixir,Factor,Forth,Fortran,Go,Groovy,Haskell,Hicest,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,M4,Mathprog,Minizinc,Modula-3,Nim,OCaml,Oocalc,Oz,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Prolog,Purebasic,Python,R,Racket,Raku,Rexx,Ruby,Sas,Scala,Seed7,Sidef,Tcl,Ursala,Visualbasic,Wren,Zkl"
Knights Tour,106,3,664,64,https://swam-dataset.org/tasks/knights_tour,"11l,360assembly,Ada,Algol68,Ansistandardbasic,Ats,Autohotkey,Awk,Bbcbasic,Bracmat,C,C#,C++,Clojure,Coffeescript,Commonlisp,D,Echolisp,Elixir,Elm,Erlang,Erre,Fortran,Freebasic,Fōrmulæ,Go,Haskell,Iconandunicon,J,Java,JavaScript,Julia,Kotlin,Locomotivebasic,Lua,M2000interpreter,M4,Mathprog,Nim,Objecticon,Perl,Phix,Picat,Picolisp,Postscript,Prolog,Python,R,Racket,Raku,Ratfor,Rexx,Ruby,Rust,Scala,Scheme,Sequencel,Sidef,Swift,Tcl,Wren,Xpl0,Xslt,Zkl"
Knuth Shuffle,19,1,166,126,https://swam-dataset.org/tasks/knuth_shuffle,"11l,360assembly,6502assembly,Aarch64assembly,Acl2,Action!,Ada,Aime,Algol68,Applescript,Armassembly,Arturo,Autohotkey,Autoit,Awk,Basic,Bc,Bqn,Brat,C,C#,C++,Clojure,Clu,Cmake,Cobol,Coffeescript,Commonlisp,Crystal,D,Delphi,Dwscript,E,Easylang,Echolisp,Egel,Eiffel,Elena,Elixir,Erlang,Erre,Euphoria,F#,Factor,Fantom,Forth,Fortran,Freebasic,Frink,Funl,Gambas,Gap,Go,Groovy,Haskell,Iconandunicon,Inform6,J,Java,JavaScript,Joy,Jq,Julia,Kotlin,Labview,Lambdatalk,Lasso,Libertybasic,Logo,Lua,M2000interpreter,M4,MATLAB,Maxima,Modula-3,Mumps,Nemerle,Netrexx,Nim,OCaml,Objective-c,Oforth,Ol,Oz,PHP,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Purebasic,Python,Quackery,R,Racket,Raku,Rebol,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Scratch,Seed7,Sensetalk,Sidef,Smalltalk,Snobol4,Stata,Swift,Tcl,Ti-83basic,Tuscript,Unixshell,Ursala,Vba,Vbscript,Veditmacrolanguage,Vlang,Wren,Xpl0,Yabasic,Zkl"
Knuths Algorithm S,27,5,62,39,https://swam-dataset.org/tasks/knuths_algorithm_s,"11l,Ada,Bbcbasic,C,C++,Clojure,Coffeescript,Commonlisp,D,Elena,Elixir,F#,Go,Haskell,Iconandunicon,J,Java,Julia,Kotlin,Nim,OCaml,Objective-c,PHP,Perl,Phix,Picolisp,Python,Racket,Raku,Rexx,Ruby,Rust,Scala,Sidef,Swift,Tcl,Vlang,Wren,Zkl"
Knuths Power Tree,40,14,100,22,https://swam-dataset.org/tasks/knuths_power_tree,"11l,Ada,Echolisp,F#,Go,Groovy,Haskell,J,Java,Jq,Julia,Kotlin,Nim,Perl,Phix,Python,Racket,Raku,Rexx,Sidef,Wren,Zkl"
Koch Curve,50,3,201,38,https://swam-dataset.org/tasks/koch_curve,"Action!,Ada,Amazinghopper,Autohotkey,Basic256,C,C++,Factor,Forth,Freebasic,Go,Haskell,Is-basic,J,JavaScript,Jq,Julia,Kotlin,Lambdatalk,Logo,Lua,Nim,Perl,Phix,Processing,Prolog,Python,Qbasic,Quackery,Racket,Raku,Ring,Ruby,Rust,Sidef,Wren,Xpl0,Zkl"
Kolakoski Sequence,46,3,94,26,https://swam-dataset.org/tasks/kolakoski_sequence,"11l,Arturo,C,C#,C++,D,Go,Haskell,J,Java,Jq,Julia,Kotlin,Lua,Nim,Perl,Phix,Python,Raku,Ruby,Rust,Sidef,Visualbasic.net,Vlang,Wren,Zkl"
Kosaraju,47,23,84,24,https://swam-dataset.org/tasks/kosaraju,"11l,C#,C++,D,Delphi,Go,J,Java,Jq,Julia,Kotlin,Lua,Nim,Perl,Phix,Python,Racket,Raku,Sidef,Standardml,Swift,Visualbasic.net,Wren,Zkl"
Kronecker Product,41,1,156,51,https://swam-dataset.org/tasks/kronecker_product,"11l,360assembly,Action!,Ada,Algol68,Apl,Applescript,Arturo,Awk,Bqn,C,C#,C++,D,Factor,Fortran,Freebasic,Frink,Fōrmulæ,Go,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Octave,Perl,Phix,Pike,Purebasic,Python,R,Racket,Raku,Rexx,Ring,Rust,Scala,Sidef,Simula,Stata,Supercollider,Swift,Tcl,Vbscript,Wren,Zkl"
Kronecker Product Based Fractals,46,1,173,28,https://swam-dataset.org/tasks/kronecker_product_based_fractals,"11l,Action!,Ada,C,C++,Factor,Fortran,Fōrmulæ,Gnuplot,Go,Haskell,J,Java,JavaScript,Julia,Kotlin,Lua,Nim,Perl,Phix,Python,R,Raku,Rexx,Rust,Sidef,Wren,Zkl"
Lah Numbers,33,6,68,42,https://swam-dataset.org/tasks/lah_numbers,"11l,Algol68,Algolw,Arturo,Awk,Bqn,C,C#,C++,D,Dyalect,Factor,Freebasic,Fōrmulæ,Go,Haskell,J,Java,Jq,Julia,Kotlin,Nim,Perl,Phix,Picolisp,Prolog,Python,Quackery,R,Raku,Rexx,Ruby,Scheme,Sidef,Swift,Tcl,Vala,Vbscript,Visualbasic.net,Vlang,Wren,Zkl"
Langtons Ant,52,1,517,87,https://swam-dataset.org/tasks/langtons_ant,"11l,Action!,Ada,Aime,Algol68,Autohotkey,Autoit,Awk,Bbcbasic,Bc,Befunge,Bqn,C,C#,C++,Chapel,Clojure,Cobol,Coffeescript,Commonlisp,D,Dyalect,Easylang,Echolisp,Ela,Elixir,Elm,Erlang,Euphoria,F#,Fantom,Forth,Fortran,Freebasic,Furor,Gambas,Gfabasic,Go,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lc-3,Libertybasic,Locomotivebasic,Logo,Lolcode,Lua,M2000interpreter,Nim,OCaml,Octave,Ol,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Processing,Prolog,Purebasic,Python,R,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scilab,Seed7,Sidef,Swift,Tcl,Ti-83basic,Vba,Vimscript,Wren,Xpl0,Zkl"
Largest Int From Concatenated Ints,16,1,124,68,https://swam-dataset.org/tasks/largest_int_from_concatenated_ints,"11l,Ada,Aime,Algol68,Arturo,Autohotkey,Awk,Bbcbasic,Bracmat,C,C#,C++,Ceylon,Clojure,Commonlisp,D,Delphi,Elixir,Erlang,F#,Factor,Fortran,Freebasic,Gambas,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Min,Netrexx,Nim,OCaml,Oforth,PHP,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Prolog,Python,Quackery,R,Racket,Raku,Red,Rexx,Ring,Ruby,Runbasic,Rust,S-lang,Scala,Scheme,Sidef,Smalltalk,Tcl,Vbscript,Wren,Zkl"
Largest Number Divisible By Its Digits,26,6,91,42,https://swam-dataset.org/tasks/largest_number_divisible_by_its_digits,"11l,360assembly,Algol68,Arturo,Awk,Basic256,C,C#,C++,Clojure,Crystal,D,Delphi,Factor,Freebasic,Go,Haskell,J,Java,Jq,Julia,Kotlin,Lua,Nanoquery,Nim,Perl,Phix,Prolog,Python,R,Raku,Red,Rexx,Ring,Ruby,Scala,Sidef,Vbscript,Visualbasic.net,Wren,Xpl0,Zkl"
Largest Proper Divisor Of N,13,1,53,53,https://swam-dataset.org/tasks/largest_proper_divisor_of_n,"11l,Ada,Algol68,Algolw,Apl,Applescript,Arturo,Awk,Basic,Basic256,Bcpl,Bqn,C,C++,Cowgol,Draco,F#,Factor,Fermat,Focal,Forth,Fortran,Freebasic,Frink,Go,Gw-basic,Haskell,J,Jq,Julia,Mad,Modula-2,Nim,Pascal,Perl,Phix,Picat,Purebasic,Python,Quackery,R,Raku,Rexx,Ring,Ruby,Seed7,Swift,Truebasic,Vlang,Wren,X86assembly,Xpl0,Yabasic"
Last Friday Of Each Month,23,2,160,88,https://swam-dataset.org/tasks/last_friday_of_each_month,"360assembly,Action!,Ada,Algol68,Algolw,Applescript,Arturo,Autohotkey,Autoit,Awk,Befunge,C,C#,C++,Clojure,Cobol,Coffeescript,Commonlisp,D,Delphi,Elixir,Elm,Emacslisp,Erlang,Factor,Fortran,Freebasic,Frink,Fōrmulæ,Gambas,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,K,Kotlin,Lasso,Livecode,Logo,Lua,Maple,Maxima,Nanoquery,Netrexx,Nim,OCaml,Oforth,PHP,Pascal,Perl,Phix,Picat,Picolisp,Pike,Powershell,Purebasic,Python,Quackery,R,Racket,Raku,Rebol,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Seed7,Sensetalk,Sidef,Smalltalk,Sql,Stata,Swift,Tcl,Tuscript,Unixshell,Visualfoxpro,Vlang,Wren,Xpl0,Zkl"
Last Letter First Letter,50,4,249,48,https://swam-dataset.org/tasks/last_letter_first_letter,"11l,Ada,Bacon,Basic256,Bbcbasic,Bracmat,C,C#,C++,Clojure,Commonlisp,D,Delphi,Elixir,Erlang,Go,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Oorexx,Perl,Phix,Picat,Picolisp,Prolog,Python,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Seed7,Sidef,Tcl,Ursala,Vbscript,Wren,Yabasic,Zkl"
Latin Squares In Reduced Form,72,4,164,22,https://swam-dataset.org/tasks/latin_squares_in_reduced_form,"11l,C#,C++,D,F#,Go,Haskell,J,Java,Jq,Julia,Kotlin,Minizinc,Nim,Perl,Phix,Python,Raku,Ruby,Visualbasic.net,Wren,Zkl"
Latin Squares In Reduced Formrandomizing Using Jacobson And Matthews Technique,148,17,248,7,https://swam-dataset.org/tasks/latin_squares_in_reduced_formrandomizing_using_jacobson_and_matthews_technique,"F#,Go,Julia,Nim,Phix,Raku,Wren"
Law Of Cosines Triples,42,9,122,32,https://swam-dataset.org/tasks/law_of_cosines_triples,"11l,Action!,Ada,Algol68,Awk,C,C#,C++,Factor,Fortran,Freebasic,Go,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Perl,Phix,Prolog,Python,R,Raku,Rexx,Ruby,Wren,Xpl0,Zkl"
